date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:47	11256/11256	U-----	200	untouched ('OK')	text/css	etag:W/%225f735862-2bf8%22	http://spearheadproperties.local/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from http://spearheadproperties.local/)
18:10:47	2553/2553	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%22ac027cf0f151cfc670d7f218aaf7f7f2%22	http://spearheadproperties.local/feed/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/feed/index.html	(from http://spearheadproperties.local/)
18:10:47	4186/4186	U-----	200	untouched ('OK')	text/css	etag:W/%225cfaccce-105a%22	http://spearheadproperties.local/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-includes/js/mediaelement/wp-mediaelement.min6c2d.css	(from http://spearheadproperties.local/)
18:10:48	615/615	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199c-267%22	http://spearheadproperties.local/wp-content/themes/bridge/style.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/style6c2d.css	(from http://spearheadproperties.local/)
18:10:48	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Wed,%2003%20Sep%202025%2014:10:48%20GMT	http://spearheadproperties.local/wp-admin/admin-ajax.php	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-admin/admin-ajax.php	(from http://spearheadproperties.local/)
18:10:48	31051/31051	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-794b%22	http://spearheadproperties.local/wp-content/themes/bridge/css/font-awesome/css/font-awesome.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/font-awesome/css/font-awesome.min6c2d.css	(from http://spearheadproperties.local/)
18:10:48	21769/21769	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-5509%22	http://spearheadproperties.local/wp-content/themes/bridge/css/elegant-icons/style.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/elegant-icons/style.min6c2d.css	(from http://spearheadproperties.local/)
18:10:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Sep%202025%2014:10:48%20GMT	http://spearheadproperties.local/${e?.bg?.image.src}	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/${e1d2c	(from http://spearheadproperties.local/)
18:10:49	11546/11546	U-----	200	untouched ('OK')	text/css	etag:W/%22688d1999-2d1a%22	http://spearheadproperties.local/wp-content/themes/bridge/css/dripicons/dripicons.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/dripicons/dripicons6c2d.css	(from http://spearheadproperties.local/)
18:10:49	19699/19699	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-4cf3%22	http://spearheadproperties.local/wp-content/themes/bridge/css/kiko/kiko-all.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/kiko/kiko-all6c2d.css	(from http://spearheadproperties.local/)
18:10:49	62651/62651	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-f4bb%22	http://spearheadproperties.local/wp-content/themes/bridge/css/font-awesome-5/css/font-awesome-5.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/font-awesome-5/css/font-awesome-5.min6c2d.css	(from http://spearheadproperties.local/)
18:10:49	78080/78080	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-13100%22	http://spearheadproperties.local/wp-content/themes/bridge/css/linea-icons/style.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/linea-icons/style6c2d.css	(from http://spearheadproperties.local/)
18:10:49	806670/806670	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-c4f0e%22	http://spearheadproperties.local/wp-content/themes/bridge/css/stylesheet.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/stylesheet.min6c2d.css	(from http://spearheadproperties.local/)
18:10:49	611/611	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-263%22	http://spearheadproperties.local/wp-content/themes/bridge/css/print.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/print6c2d.css	(from http://spearheadproperties.local/)
18:10:49	41529/41529	U-----	200	untouched ('OK')	text/css	etag:W/%2268b54075-a239%22	http://spearheadproperties.local/wp-content/themes/bridge/css/style_dynamic.css?ver=1756708981	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/style_dynamic0308.css	(from http://spearheadproperties.local/)
18:10:49	146091/146091	U-----	200	untouched ('OK')	text/css	etag:W/%22688d199a-23aab%22	http://spearheadproperties.local/wp-content/themes/bridge/css/responsive.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/responsive.min6c2d.css	(from http://spearheadproperties.local/)
18:10:49	825/825	U-----	200	untouched ('OK')	text/css	etag:W/%2268b54075-339%22	http://spearheadproperties.local/wp-content/themes/bridge/css/style_dynamic_responsive.css?ver=1756708981	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge/css/style_dynamic_responsive0308.css	(from http://spearheadproperties.local/)
18:10:49	485416/485416	U-----	200	untouched ('OK')	text/css	etag:W/%22688d1a39-76828%22	http://spearheadproperties.local/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.6.0	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/js_composer/assets/css/js_composer.min31dc.css	(from http://spearheadproperties.local/)
18:10:49	20160/20160	U-----	200	untouched ('OK')	text/css	etag:W/%22688d19c5-4ec0%22	http://spearheadproperties.local/wp-content/plugins/bridge-core/modules/core-dashboard/assets/css/core-dashboard.min.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/bridge-core/modules/core-dashboard/assets/css/core-dashboard.min6c2d.css	(from http://spearheadproperties.local/)
18:10:49	258/258	U-----	200	untouched ('OK')	text/css	etag:W/%22688d19a8-102%22	http://spearheadproperties.local/wp-content/themes/bridge-child/style.css?ver=6.8.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/themes/bridge-child/style6c2d.css	(from http://spearheadproperties.local/)
18:10:49	53422/53422	U-----	200	untouched ('OK')	text/css	etag:W/%226878f18f-d0ae%22	http://spearheadproperties.local/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.30.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/elementor/assets/css/frontend.mindabc.css	(from http://spearheadproperties.local/)
18:10:50	600/600	U-----	200	untouched ('OK')	text/css	etag:W/%226878f18f-258%22	http://spearheadproperties.local/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/elementor/assets/css/widget-heading.mindabc.css	(from http://spearheadproperties.local/)
18:10:50	254/254	U-----	200	untouched ('OK')	text/css	etag:W/%226878f18f-fe%22	http://spearheadproperties.local/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/elementor/assets/css/widget-image.mindabc.css	(from http://spearheadproperties.local/)
18:10:50	10071/10071	U-----	200	untouched ('OK')	text/css	etag:W/%226878f18f-2757%22	http://spearheadproperties.local/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.30.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/elementor/assets/css/widget-icon-box.mindabc.css	(from http://spearheadproperties.local/)
18:10:50	8981/8981	U-----	200	untouched ('OK')	text/css	etag:W/%226878f1c0-2315%22	http://spearheadproperties.local/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css?ver=3.26.2	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min9e35.css	(from http://spearheadproperties.local/)
18:10:50	108702/108702	U-----	200	untouched ('OK')	text/css	etag:W/%22688d1c48-1a89e%22	http://spearheadproperties.local/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1754078280	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/elementor/google-fonts/css/robotoa7c6.css	(from http://spearheadproperties.local/)
18:10:50	25452/25452	U-----	200	untouched ('OK')	text/css	etag:W/%22688d1c6b-636c%22	http://spearheadproperties.local/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1754078315	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/elementor/google-fonts/css/robotoslabef38.css	(from http://spearheadproperties.local/)
18:10:51	22685/22685	U-----	200	untouched ('OK')	text/css	etag:W/%22688e4154-589d%22	http://spearheadproperties.local/wp-content/uploads/elementor/google-fonts/css/cormorantgaramond.css?ver=1754153300	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/elementor/google-fonts/css/cormorantgaramondaae5.css	(from http://spearheadproperties.local/)
18:10:51	5574/5574	U-----	200	untouched ('OK')	text/css	etag:W/%22688e0e31-15c6%22	http://spearheadproperties.local/wp-content/uploads/elementor/google-fonts/css/cinzel.css?ver=1754140209	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/elementor/google-fonts/css/cinzela103.css	(from http://spearheadproperties.local/)
18:10:51	21235/21235	U-----	200	untouched ('OK')	text/css	etag:W/%22688e2ea2-52f3%22	http://spearheadproperties.local/wp-content/uploads/elementor/google-fonts/css/cormorant.css?ver=1754148514	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/elementor/google-fonts/css/cormorante4d4.css	(from http://spearheadproperties.local/)
18:10:51	87553/87553	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	http://spearheadproperties.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-includes/js/jquery/jquery.minf43b.js	(from http://spearheadproperties.local/)
18:10:51	13577/13577	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	http://spearheadproperties.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://spearheadproperties.local/)
18:10:51	122981/122981	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%22688d1a1d-1e065%22	http://spearheadproperties.local/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utils.js?ver=6.11.5	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utilsd230.js	(from http://spearheadproperties.local/)
18:10:51	129010/129010	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%22688d1a1d-1f7f2%22	http://spearheadproperties.local/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=6.11.5	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jqueryd230.js	(from http://spearheadproperties.local/)
18:10:52	21779/21779	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%22688d1a1d-5513%22	http://spearheadproperties.local/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitions.js?ver=6.11.5	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitionsd230.js	(from http://spearheadproperties.local/)
18:10:52	209124/209124	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226888c843-330e4%22	http://spearheadproperties.local/wp-content/plugins/revslider/public/js/libs/tptools.js?ver=6.7.35	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/revslider/public/js/libs/tptools2837.js	(from http://spearheadproperties.local/)
18:10:52	339731/339731	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226888c843-52f13%22	http://spearheadproperties.local/wp-content/plugins/revslider/public/js/sr7.js?ver=6.7.35	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/revslider/public/js/sr72837.js	(from http://spearheadproperties.local/)
18:10:53	258852/258852	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2003%20Sep%202025%2014:10:53%20GMT	http://spearheadproperties.local/wp-json/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-json/index.html	(from http://spearheadproperties.local/)
18:10:53	105722/105722	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2003%20Sep%202025%2014:10:53%20GMT	http://spearheadproperties.local/wp-json/wp/v2/pages/7	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-json/wp/v2/pages/7.json	(from http://spearheadproperties.local/)
18:10:54	2135/2135	U--MCZ	200	updated ('OK')	application/json	date:Wed,%2003%20Sep%202025%2014:10:54%20GMT	http://spearheadproperties.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fspearheadproperties.local%2F	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-json/oembed/1.0/embed5e63.json	(from http://spearheadproperties.local/)
18:10:54	858/858	U--MCZ	200	updated ('OK')	text/xml	date:Wed,%2003%20Sep%202025%2014:10:54%20GMT	http://spearheadproperties.local/xmlrpc.php?rsd	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/xmlrpc0db0.php	(from http://spearheadproperties.local/)
18:10:54	2294/2294	U--MCZ	200	updated ('OK')	text/xml	date:Wed,%2003%20Sep%202025%2014:10:54%20GMT	http://spearheadproperties.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fspearheadproperties.local%2F&format=xml	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-json/oembed/1.0/embed436c	(from http://spearheadproperties.local/)
18:10:54	0/0	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:54%20GMT	http://spearheadproperties.local/wp-content/plugins/revslider/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/revslider/index.html	(from http://spearheadproperties.local/)
18:10:55	283774/283774	U-----	200	untouched ('')	image/png	etag:%22688e202a-4547e%22	http://spearheadproperties.local/wp-content/uploads/2025/08/SpearHead-Logo-Black-Transparent.png	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/SpearHead-Logo-Black-Transparent.png	(from http://spearheadproperties.local/)
18:10:55	92143/92143	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Sep%202025%2014:10:54%20GMT	http://spearheadproperties.local/revslider/revslider.php	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/revslider/revslider.html	(from http://spearheadproperties.local/)
18:10:55	12795/12795	U-----	200	untouched ('OK')	text/css	etag:W/%22688d1d4c-31fb%22	http://spearheadproperties.local/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/fancybox3/jquery.fancybox.min.css	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/fancybox3/jquery.fancybox.min.css	(from http://spearheadproperties.local/)
18:10:56	297386/297386	U-----	200	untouched ('')	image/jpeg	etag:%22688e0901-489aa%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Sobha.jpeg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Sobha.jpg	(from http://spearheadproperties.local/)
18:10:56	290622/290622	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:55%20GMT	http://spearheadproperties.local/ellington/?_bg%3F_image_src%7D	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/ellington/indexa9a6.html	(from http://spearheadproperties.local/)
18:10:56	479171/479171	U-----	200	untouched ('')	image/jpeg	etag:%22688e1328-74fc3%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Binghatti.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Binghatti.jpg	(from http://spearheadproperties.local/)
18:10:56	124724/124724	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:55%20GMT	http://spearheadproperties.local/contact/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/contact/index.html	(from http://spearheadproperties.local/)
18:10:57	191181/191181	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:56%20GMT	http://spearheadproperties.local/tools/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/tools/index.html	(from http://spearheadproperties.local/)
18:10:57	170278/170278	U-----	200	untouched ('')	image/jpeg	etag:%22688e1340-29926%22	http://spearheadproperties.local/wp-content/uploads/2025/08/ellington.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/ellington.jpg	(from http://spearheadproperties.local/)
18:10:57	363766/363766	U-----	200	untouched ('')	image/jpeg	etag:%22688e133e-58cf6%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Emaar-Properties.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Emaar-Properties.jpg	(from http://spearheadproperties.local/)
18:10:58	286973/286973	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:57%20GMT	http://spearheadproperties.local/sobha/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/sobha/index.html	(from http://spearheadproperties.local/)
18:10:58	261382/261382	U-----	200	untouched ('')	image/webp	etag:%22688e133c-3fd06%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Damac-Prop.webp	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Damac-Prop.webp	(from http://spearheadproperties.local/)
18:10:59	290622/290622	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:57%20GMT	http://spearheadproperties.local/ellington/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/ellington/index.html	(from http://spearheadproperties.local/)
18:10:59	282889/282889	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:57%20GMT	http://spearheadproperties.local/binghatti/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/binghatti/index.html	(from http://spearheadproperties.local/)
18:10:59	524135/524135	U-----	200	untouched ('')	image/jpeg	etag:%22688e133a-7ff67%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Omniyat.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Omniyat.jpg	(from http://spearheadproperties.local/)
18:11:00	287129/287129	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:10:59%20GMT	http://spearheadproperties.local/emaar/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/emaar/index.html	(from http://spearheadproperties.local/)
18:11:00	211922/211922	U-----	200	untouched ('')	image/jpeg	etag:%22688e1339-33bd2%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Deyaar-1.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Deyaar-1.jpg	(from http://spearheadproperties.local/)
18:11:00	78420/78420	U-----	200	untouched ('')	image/webp	etag:%22688e1337-13254%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Nakheel.webp	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Nakheel.webp	(from http://spearheadproperties.local/)
18:11:01	290487/290487	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:11:00%20GMT	http://spearheadproperties.local/damac/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/damac/index.html	(from http://spearheadproperties.local/)
18:11:01	144253/144253	U-----	200	untouched ('')	image/jpeg	etag:%22688e1336-2337d%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Aldar-Hq.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Aldar-Hq.jpg	(from http://spearheadproperties.local/)
18:11:02	290255/290255	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:11:00%20GMT	http://spearheadproperties.local/omniyat/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/omniyat/index.html	(from http://spearheadproperties.local/)
18:11:02	153325/153325	U-----	200	untouched ('')	image/jpeg	etag:%22688e2b14-256ed%22	http://spearheadproperties.local/wp-content/uploads/2025/08/Spearhead-Story-Image-1024x657.jpg	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/uploads/2025/08/Spearhead-Story-Image-1024x657.jpg	(from http://spearheadproperties.local/)
18:11:02	286361/286361	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2003%20Sep%202025%2014:11:01%20GMT	http://spearheadproperties.local/deyaar/	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/deyaar/index.html	(from http://spearheadproperties.local/)
18:11:02	104100/104100	U-----	200	untouched ('OK')	text/css	etag:W/%22688d1d4c-196a4%22	http://spearheadproperties.local/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css	C:/Users/SALMA/Downloads/SpearHead%20Website%20Files/SpearHead%20properties/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css	(from http://spearheadproperties.local/)
